meta_historique;id;millesime;num_site;name;name_impression;description;animations;condition_acces;unesco;monument_historique;musee_national;parcours;adresse;logo;tarifs;www;accessibilite;info_mail;info_tel;resa_mail;resa_tel;meta_datcreat;meta_datmaj;meta_datsupp;meta_insee;meta_siren;meta_source;meta_licence;meta_observations;meta_genealogie;meta_mairie_quartier;geocod_methode;geocod_fiability;geocod_real_address;meta_actif;nom_fic;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
;271;2015;21;MUSEE VOULAND;;"Demeure de l’industriel et collectionneur provençal Louis Vouland (1883-1973) ; collection d'arts décoratifs (XVIIIe s.) dans  l’ancien Hôtel Villeneuve d'Esclapon (XIXe s.). Jardin traversé par le canal de Vaucluse. Exposition : Grillons et papillons Vauclusiens, œuvres contemporaines, côtoient 19 aquarelles de champignons de Jean-Henri Fabre (collections particulières)… ";Visite par la conservatrice Odile Guichard : Les dessous de la ville du XXIe s., ou la réapparition du Canal de Vaucluse dans le jardin du Musée. Le Canal de Vaucluse couvert il y a un siècle pour des raisons d’hygiène s’est révélé un jour pluvieux de novembre 2014. Cette visite rappellera son parcours et son histoire. La Sorgue est à  Avignon, ce que le cœur, les artères et les artérioles sont au corps de l’homme. (P. Yvaren, 1873), samedi et dimanche à 10h30. - Visite par la conservatrice Odile Guichard de l’exposition « Jean-Henri Fabre (1823 – 1915), l’art dans la nature Observer – (Re)présenter – Transmettre », samedi et dimanche à 16h30. Les enfants sont invités à se munir de carnet et de crayons.;samedi et dimanche de 10h à 18h.;f;;f;Sites et Monuments;17 rue Victor Hugo;;Tarif unique 1€ - Gratuit – de 18 ans;vouland.com;;;04.90.86.03.79;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844541.0460147109;6318127.149762244;4.800610094596972;43.94731468698438;43.94731468698438;4.800610094596972
;272;2015;22;MUSEE ANGLADON;;Ancien Hôtel de Massilian (XVIIIe s.). Demeure d’amateurs d’art.;Visite libre du musée. Accès handicapés moteurs.;samedi et dimanche de 13h à 18h;f;;f;Sites et Monuments;5 rue Laboureur;;Tarif unique 3€ - Gratuit – de 25 ans.;angladon.com;;;04.90.82.29.03;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845054.4521785999;6318001.843561717;4.806967872357214;43.946081732764895;43.946081732764895;4.806967872357214
;273;2015;23;MAISON JEAN VILAR;;Installée depuis 1979 au cœur d'Avignon dans l'hôtel de Crochans du XVIIIe s., la Maison Jean Vilar concentre des espaces d’exposition, une vidéothèque et une bibliothèque (antenne décentralisée de la Bibliothèque nationale de France) dédiées aux arts du spectacle. Elle propose des rencontres, des spectacles, des ateliers pédagogiques et un programme éditorial. Classé monument historique.;Visite de l’hôtel particulier. Exposition et projections « Avignon, le rêve que nous faisons tous ». 2ème étage, à la bibliothèque : « 50e OFF » à voir, feuilleter, consulter ou lire… XVe . « patrimoine en vitrine » consacré à l’histoire et la mémoire du OFF d’Avignon.;samedi uniquement de 10h à 21h. Accès handicapés moteurs partiel .;f;;f;Sites et Monuments;8 Rue de Mons;;gratuit;maisonjeanvilar.org/news;;;04.90.86.59.64;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845016.1262170955;6318353.8028109865;4.806590899999993;43.94925630002228;43.94925630002228;4.806590899999993
;274;2015;24;OPERA GRAND AVIGNON;;Détruit par un incendie en 1846 et rebâti aussitôt par T. Charpentier et L. Feuchères, sa façade est ornée des statues de Molière et Corneille par J.P. Gras. Salle à l’italienne avec plafond peint. Classé monument historique.;Visite libre de l’Opéra. « Les outils techniques » : démonstration sur scène des techniques liées aux spectacles vivants. Accès handicapés moteurs partiel.;samedi de 9h30 à 11h30 et de 14h à 17h.;f;;f;Sites et Monuments;Place de l’Horloge;;gratuit;operagrandavignon.fr;;;04.90.14.26.41;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844941.1852968893;6318400.069478638;4.805670799999995;43.949688000022284;43.949688000022284;4.805670799999995
;275;2015;25;PALAIS DES PAPES;;La résidence des souverains pontifes et le siège de la chrétienté au XIVe siècle. Classé monument historique.;Exposition « Images inédites d’une restauration 1901-1944 » : une trentaine de photographies du fonds de l’architecte en chef Nodet qui présentent l’état du Palais des Papes en cours de restauration durant cette période. Circuit Centre de congrès : espaces conclave et grand promenoir, habituellement réservés aux congrès, ouverts exceptionnellement au public. Circuit jardins : dispositifs de présentation de l’histoire des jardins et des fouilles archéologiques.;samedi et dimanche de 9h à 19h (attention fermeture des grilles 1h avant).;t;;f;Sites et Monuments;Place du Palais;;Samedi payant - Dimanche gratuit (audioguide payant 2€).;palais-des-papes.com;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845056.3054581777;6318499.591833494;4.807132831403484;43.9505597326895;43.9505597326895;4.807132831403484
;276;2015;26;PONT SAINT BENEZET;;Célèbre pont de la chanson construit en 1177 et remanié fréquemment du XIVe s. au XVIIe s. Chapelle Saint-Bénezet surmontée de la chapelle Saint-Nicolas qui abrite Notre-Dame des Nautoniers. Classé monument historique.;Visite libre du pont.;samedi et dimanche de 9h à 19h (attention dernière admission à 18h 30).;t;;f;Sites et Monuments;Rue Ferruce;;Samedi payant – Dimanche gratuit (pas de remise d’audioguide).;avignon-tourisme.com;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844908.7669914523;6318779.733861914;4.8053751978480035;43.95311062578022;43.95311062578022;4.8053751978480035
;277;2015;27;ECOLE D'AVIGNON;;L'Ecole d'Avignon, centre de ressources sur le bâti ancien, est installée depuis juin 1983 dans l'Hôtel du Roi René. Sa création a permis de réutiliser l'Hôtel du Roi René et de programmer sa restauration complète. La destination particulière des bâtiments-école, et en conséquence lieu d'analyse et de réflexion, a guidé l'intervention en cherchant à présenter la mémoire bâtie de l'édifice, avec ses différents styles, époques, usages. ;Visites guidées de la maison du Roi René. Découverte de réalisations à la peinture à la chaux réalisées par les stagiaires. « Peintres en décor du patrimoine ». Découverte des travaux de peinture décorative réalisés par les stagiaires « Peintres en décor du patrimoine ». Conférence chantée « Le chant de la pierre : calades et pierre sèche » par René Sette, dimanche à 14h00 .;samedi et dimanche de 10h à 17h.;f;;f;Sites et Monuments;6 rue Grivolas;;;;;;04.90.85.59.82;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845243.8463077787;6318085.096406426;4.809350121770199;43.94679175367017;43.94679175367017;4.809350121770199
;278;2015;28;UNIVERSITE D'AVIGNON ET DES PAYS DE VAUCLUSE;;"L'Université d'Avignon et des Pays de Vaucluse est installée sur le site de l’ancien hôpital Sainte-Marthe (XVIIe s. – XVIIIe s.) qui héberge une ancienne boutique d'apothicairerie. Le site allie l'architecture classique de l'ancien bâtiment avec une architecture contemporaine ; il est aussi ponctué de cours intérieures et d'un parc disposant d'une installation in situ. Classé monument historique (partiellement).";Visite guidée du site Sainte-Marthe et de ses trésors cachés (pharmacie…) assurée par des membres de la communauté universitaire, étudiants et personnels, pour mieux connaître cet ancien hôpital devenu université et découvrir comment un patrimoine historique peut devenir un patrimoine scientifique, un lieu de vie, un campus. A partir de 14 h : départ de la visite du campus toutes les trente minutes avec visite de la pharmacie et de l’exposition sur l’histoire de l’université. Conférence : L’Université, un patrimoine en construction (horaire à consulter sur le site internet). Mise en lumière du Verger artistique réalisé dans le cadre du 1% artistique sur le campus Jean-Henri Fabre, un patrimoine en train de se construire, en hommage au 100ème anniversaire de sa disparition. ;samedi de 14h à 18h. Accès handicapés moteurs partiel.;f;;f;Sites et Monuments;74 rue Louis Pasteur;;;www.univ-avignon.fr;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845868.6909125596;6318410.336319334;4.817224500000012;43.94958890002227;43.94958890002227;4.817224500000012
;279;2015;29;CHS DE MONTFAVET;;Le centre hospitalier de Montfavet vous invite à découvrir une facette de son histoire à travers son musée Les Arcades retraçant l’histoire de l’hôpital et la place de la création. Vous pourrez visiter le site du centre hospitalier, la chapelle et le temple ainsi qu’un atelier de création et découvrir les différentes œuvres exposées au sein du site de l’établissement. Une visite guidée jusqu’aux ruines du château de Montdevergues est prévue aux heures indiquées ci-dessous. Une permanence sera assurée par du personnel de l’hôpital qui sera heureux de vous apporter les précisions nécessaires.;Visites guidées du musée Les Arcades et du site historique dimanche à 10h, 11h, 14h, 15h 16h. Visites guidées des ruines du château de Montdevegues dimanche à 10h30, 15, 16h.;dimanche de 10h à 12h30 et de 14h à 18h. Accès handicapés moteurs.;f;;f;Sites et Monuments;2 avenue de la Pinède - 84140 Montfavet;;gratuit;ch-montfavet.fr;;;04.90.03.95.53;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Montfavet;manuelle;1.0;;t;84007-journeesPatrimoine2015;850820.6071422194;6315784.150602388;4.878114299999995;43.92491810002232;43.92491810002232;4.878114299999995
;280;2015;30;GRENIER A SEL - HÔTEL DE LA GRANDE LOGE DE France;;Ancien grenier à sel datant du XVIIIe s., restauré au début des années 1980 par l’architecte Jean-Michel WILMOTTE. Classé monument historique.;Les francs-maçons de la Grande Loge de France d'Avignon ouvriront leurs locaux afin de mieux faire connaître le patrimoine culturel qui est le leur depuis plusieurs siècles et leur vision d'avenir. A cette occasion de courtes conférences (1h) seront organisées chaque jour afin de répondre aux questions des visiteurs. - visite commentée : samedi et dimanche : 10h – 18h. Cconférence : samedi à 11h et à 15h – dimanche à 11h, 15h et 17h.;samedi et dimanche de 10h - 18h. Ouverture exceptionnelle (fermé au public le reste de l’année). Accès handicapés moteurs.;f;;f;Sites et Monuments;28 rue Palapharnerie;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845433.7977593014;6318800.893658401;4.8119201563471385;43.95319278718442;43.95319278718442;4.8119201563471385
;281;2015;31;HÔTEL DE SALVATI-PALASSE - ACADEMIE DE VAUCLUSE;;Maison du parfumeur François Palasse, à la façade très ornementée. Siège de l’Académie de Vaucluse. Classé monument historique.;Visite commentée toutes les heures de 14h à 17h (max. 15 personnes). Inscriptions obligatoires sur place dès 13h30.;samedi de 14h à 17h.;f;;f;Sites et Monuments;5 rue Galante;;gratuit;academiedevaucluse.fr;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845021.6845899947;6318236.191505036;4.806626604329525;43.9481969731423;43.9481969731423;4.806626604329525
;282;2015;32;HÔTEL D'ADHEMAR DE CRANSAC;;Demeure privée du XVIIe s. Cour intérieure avec calade. Sur la façade sud, échauguette. Salons décorés. Exposition de costumes, dentelles et crèches anciennes. Classé monument historique.;Visite des salons décorés, exposition de costumes, dentelles et crèches anciennes (XVIIe s.).;samedi et dimanche de 14h à 18h;f;;f;Sites et Monuments;11 rue de Taulignan;;6 €;;;;04.90.86.13.28;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845148.5504285811;6318437.781106176;4.808264000000019;43.94998460002229;43.94998460002229;4.808264000000019
;283;2015;33;ATELIER JEAN-LOUP BOUVIER RESTAURATION DE MONUMENTS HISTORIQUES;;Atelier de restauration de Monuments Historiques, sculpture statuaire et ornementale organisé en différentes unités de travaux sur 6 000 m2 de terrain et 800 m2 d’ateliers.;Visite des différents ateliers ouverts au public depuis une quinzaine d’années montrant les différentes techniques de restauration, de sculpture, gypserie, moulage, touchant toutes les époques de notre patrimoine. Visite guidée sans rendez-vous.;samedi et dimanche de 8h30 à 18h30.;f;;f;Sites et Monuments;9 rue du Ponant - Les Angles;;gratuit;;;;04 90 25 32 90;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;;manuelle;1.0;;t;84007-journeesPatrimoine2015;839934.9239283259;6319217.959497715;4.743548598820158;43.958059358374506;43.958059358374506;4.743548598820158
;284;2015;34;CHAPELLE SAINTE CLAIRE;;Créé au XIIIe s. par les Clarisses, le couvent est remanié au XIVe s. L'illustre Pétrarque y rencontra Laure le 6 avril 1327. Classé monument historique.;"Visite guidée du site, samedi et dimanche à 15 h. Lectures de 16h à 17h avec Marie Jouannic (centre de poésie d’Avignon) et Philippe Chauché (France Bleu Vaucluse) (sous réserve). Approche sensorielle du jardin au Moyen Âge par Olivia Désir, horticultrice.

";samedi et dimanche de 10h à 18h. Accès handicapés moteurs total.;f;;f;Eglises et Chapelles;20 bis rue du Roi René ;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845260.9872652662;6318041.852126385;4.8095512343406615;43.946399138690786;43.946399138690786;4.8095512343406615
;285;2015;35;EGLISE NOTRE DAME DE BON REPOS, MONTFAVET;;Construite au XIVe siècle à l’initiative du cardinal Bertrand de Montfavet, l’église abrite notamment des peintures murales du XIVe siècle, un maître-autel en bois doré et une Vierge à l’enfant monumentale du XVIIIe siècle, ainsi qu’un tableau représentant La Visitation par Nicolas Mignard. Classé monument historique.;Conférence avec projection : commentaire de la restauration du tableau du Baptême du Christ par Mme Anne-Cyrille Bonnefoy-Devillers, conservateur-restaurateur du patrimoine, samedi à 15h.;samedi de 7h30 à12h et de 15h à 20h. dimanche de 7h30 à 13h. Accès handicapés moteurs total.;f;;f;Eglises et Chapelles;Place de l’Eglise - Montfavet;;gratuit;;;;04.90.32.09.87;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Montfavet;manuelle;1.0;;t;84007-journeesPatrimoine2015;850213.3748803578;6316967.261719191;4.870904500747746;43.93569227754189;43.93569227754189;4.870904500747746
;286;2015;36;CHAPELLE SAINTE MARTHE;;Edifiée en 1751, cette chapelle fut construite sur demande des sœurs de Saint-Joseph. Sa façade à deux niveaux d’élévation est surmontée d’un fronton triangulaire et l’intérieur présente un chœur carré à pans coupés. Située derrière l’université, cette église fait désormais office d’aumônerie pour les étudiants et n’est habituellement ouverte que pour les offices. Classé monument historique.;Visite libre de la chapelle.; samedi et dimanche de 14h à 20h.;f;;f;Eglises et Chapelles;Esplanade Bernard Blavoux, Place Saint-Bernard;;Gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845849.427303602;6318494.210309068;4.817008639624214;43.95034752569589;43.95034752569589;4.817008639624214
;287;2015;37;CHAPELLE DES PENITENTS NOIRS;;Commencée au XVIIe s, la chapelle est restaurée au siècle suivant. La façade, le plafond et les boiseries dorées sont de T. Lainée et de J.-B. Franque (XVIIIe siècle), les peintures de N. et P. Mignard, et de Reynaud-Levieux. Classé monument historique.;Conférence sur l’Histoire et Beautés de l’Art Baroque en Provence par M. Paul Carbon, historien, samedi à 15h. Présentation et signature de son livre sur l’Histoire et beautés de l’Europe Baroque méditerranéenne. Moment musical à l’orgue, dimanche de 14h à 19h.;samedi de 10h à 12h et de 14h à 19h. dimanche de 14h à 19h.;f;;f;Eglises et Chapelles;57 rue Banasterie;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845265.821505869;6318725.520686658;4.809806599999991;43.95254930002231;43.95254930002231;4.809806599999991
;288;2015;38;CHAPELLE DES PENITENTS GRIS;;Les chapelles du XVIe s. et XVIIe s. flanquent la nef centrale réédifiée au XIXe s. S’y produisit le « Miracle des eaux » le 30 novembre 1443. Classé monument historique.;Visite libre de la chapelle ouverte exceptionnellement au public.;samedi et dimanche de 10h à 12h et de 14h à 18h.;f;;f;Eglises et Chapelles;8 rue des Teinturiers;;gratuit;penitentsgris.fr;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845502.4820922728;6317952.661256796;4.812533038537049;43.94554682256034;43.94554682256034;4.812533038537049
;290;2015;39;TEMPLE SAINT MARTIAL;;Prieuré-collège fondé en 1378 par le cardinal Pierre de Cros. Les bâtiments conventuels reconstruits par P. Rochas furent en partie démolis par le percement du cours Jean Jaurès en 1856. Dans le square, ruines du cloître. Affecté au culte protestant depuis 1881. Classé monument historique.;Trio Mascarade : violon, violoncelle et clavecin, et conteuse Aïni Iften proposent un « Voyage baroque dans la lune », relecture contemporaine de l’Histoire comique des Etats et Empires de la lune de Cyrano de Bergerac, au Violon, Valentin Seignez-Bacquet, au Violoncelle, Dorine Lepeltier, au Clavecin, Elies Tataruch. Samedi à 18h . dimanche à 14h, 15h, 16h, 17h : mini-concerts, Jean-Marie Puli, orgue. 18h : concert, Jean-Marie Puli, orgue, Frédéric Garzia et William Saïd, trompettes.;samedi de 10h à 12h et de 14h 18h. dimanche de 14h à 18h. Accès handicapés moteurs partiel.;f;;f;Eglises et Chapelles;2 rue Henri Fabre;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844983.0824280673;6317879.493522227;4.806044263183687;43.944995609879776;43.944995609879776;4.806044263183687
;291;2015;40;CHAPELLE DU NOVICIAT DES JESUITES SAINT-LOUIS;;Commencée en 1601 sur un plan en croix grecque, elle est bénie en 1611. Coupole sur pendentifs peints au XVIIIe s. par J.D. Attiret figurant les quatre évangélistes. Grand tableau de P. Sauvan représentant Saint-Louis. Inscrit au registre des monuments historiques.;Visite libre.;samedi de 14h à 20h. dimanche de 8h à 20h.;f;;f;Eglises et Chapelles;rue du Portail Boquier - 84000 Avignon;;gratuit;diocese-avignon.fr/spip/-Paroisse-Saint-Agricol-;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844889.3229109171;6317841.100405091;4.80486578441616;43.94466946829939;43.94466946829939;4.80486578441616
;292;2015;41;COLLEGIALE SAINT-AGRICOL;;Reconstruite au début du XIVe siècle par le pape Jean XXII, la façade est remaniée au XVe siècle. Peintures de N. Mignard, S. de Châlons, G. Grève. Retable des Doni (1525). Orgue néo-gothique classé (1862). Classé monument historique.;"Visites guidées de l’église organisées par la Commission culturelle Saint-Agricol Patrimoine vivant. Samedi à 11h00, 14h30 et 16h30 ; dimanche à 14h30 et 16h00 (rendez-vous devant la chapelle Saint-Agricol au fond de l'église). Plus d'informations : 04 90 82 17 87 et stagricol.patrimoinevivant@gmail.com. Concert d’orgue par Luc Antonini avec œuvres de Bach, Brahms, Liszt et Messiaen, samedi de 17h30 à 18h30."; ;f;;f;Eglises et Chapelles;parvis Saint-Agricol ;;gratuit;diocese-avignon.fr/spip/-Paroisse-Saint-Agricol-;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844840.0477850296;6318326.115143945;4.804390222500026;43.949043416020295;43.949043416020295;4.804390222500026
;293;2015;42;CHAPELLE DE L'ORATOIRE;;Construite au XVIIIe s. sur un plan elliptique. Maître-autel de bois doré. Classé monument historique.;Visite libre;samedi et dimanche de 8h à 20 h. Accès handicapés moteurs total.;f;;f;Eglises et Chapelles;32 rue Joseph Vernet ;;gratuit;diocese-avignon.fr/spip/-Paroisse-Saint-Agricol-;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844755.9303552171;6318304.216676291;4.803336438483493;43.94886368151908;43.94886368151908;4.803336438483493
;294;2015;43;SYNAGOGUE;;Reconstruite par Joffroy en 1846 suite à un incendie qui détruisit la synagogue du XVIIIe s. Celle-ci était elle-même édifiée dans la Carrière (Juiverie) du Moyen Âge. Classé monument historique.;Visite commentée de la synagogue.;dimanche uniquement de 10h à 18h;f;;f;Eglises et Chapelles;2 Place de Jérusalem;;gratuit;;;;04.90.85.21.24;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845210.4391557762;6318265.6403132845;4.80898562003124;43.948423044305166;43.948423044305166;4.80898562003124
;295;2015;44;COLLEGIALE SAINT-DIDIER;;Caractéristique du gothique provençal. Reconstruite au XIVe s grâce au cardinal Bertrand de Déaux (monument funéraire dans le chœur). A voir le Portement de croix, sculpté et peint par Francesco Laurana au XVe s. Classé monument historique.;Visite libre. Concert d’orgue par Jean-Michel Robbe œuvres de Guilmant, Schumann, Vierne, Alain, dimanche de 15h30 à 16h30. ;samedi et dimanche de 10h à 18h;f;;f;Eglises et Chapelles;Place Saint-Didier - 84000 Avignon;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845049.3959796255;6318085.79033589;4.806928834296089;43.94683806596872;43.94683806596872;4.806928834296089
;296;2015;45;BASILIQUE SAINT-PIERRE;;Rebâtie en 1358 grâce au cardinal Pierre des Prés. Façade de style gothique flamboyant avec portes en noyer sculpté par Antoine Volard (1551). Reliques du Bienheureux Pierre de Luxembourg. Erigée en collégiale par le pape Innocent VI, puis en basilique en 2012. Classé monument historique.;"Visite libre. Présentation de l’orgue par Frédéric Barrot avec accès à la tribune ; œuvres musicales de Guilmant, Bonnet, Vierne, dimanche de 17h à 18h.";samedi et dimanche de 9h30 à 18h30;f;;f;Eglises et Chapelles;Place St-Pierre;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845123.1239139925;6318352.849480474;4.80792312504665;43.9492256852007;43.9492256852007;4.80792312504665
;297;2015;46;EGLISE SAINT-SYMPHORIEN LES CARMES;;Eglise de l'ancien couvent des Carmes (XIVe s.), prend officiellement le titre paroissial de St-Symphorien en 1853. Peintures de N. Mignard, P. Parrocel et G. Grève. Orgue classé. Cloître. Classé monument historique.;Visite libre. Présentation de l’orgue par Frédéric Barrot avec accès à la tribune, œuvres musicales de Bach et Brahms, dimanche de 14h à 15h.;Horaires de l’église : samedi et dimanche de 8h30 à 18h. Cloître et jardin : samedi et dimanche de 10h à 18h.;f;;f;Eglises et Chapelles;Place des Carmes;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845528.0940764608;6318533.923222446;4.813018200000003;43.95077130002229;43.95077130002229;4.813018200000003
;298;2015;47;MARCHÉ ET CORPORATIONS;;Visite guidée à travers les rues d’Avignon pour découvrir le développement de la ville du Moyen Âge au XIXe siècle. Chaque corporation de métier s’installait dans une même rue et donnait le nom de son métier à cette dernière. C’est une pratique qui remonte à l’époque romaine et qui est encore visible dans les rues d’Avignon aujourd’hui. Durée 2h.;;RV à 10h samedi et dimanche ;f;;f;Visites patrimoniales;sur le parking Ferruce – devant la grille de la Cour du Châtelet.;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844943.9436402884;6318755.7308253115;4.805806462716346;43.952887424623576;43.952887424623576;4.805806462716346
;299;2015;48;LA RUE DES TEINTURIERS;;Visite guidée d’une rue très célèbre d’Avignon : avec l’industrie du textile, la chapelle des Pénitents gris et la célèbre maison Pernaud ou encore le couvent des Cordeliers, cette rue regorge de richesses. Venez découvrir son patrimoine matériel et naturel riche.;;RV samedi et dimanche à 14h30 et 16h;f;;f;Visites patrimoniales; rue des Teinturiers – à hauteur de la Chapelle des Pénitents Gris;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845500.1168530587;6317965.455140499;4.812507242598235;43.945662420940025;43.945662420940025;4.812507242598235
