id;libelle;txt;lib_ref_merimee;lib_num_mh;lib_datation;lib_prescription_particuliere;lib_adresse;lib_url_merimee;lib_protection;lib_patrimoine_mondial;lib_autre_nom;lib_url_photo;lib_ref_cadastrale;meta_insee;meta_siren;meta_datcreat;meta_datmaj;meta_datsupp;meta_source;meta_genealogie;meta_resolution;meta_observations;etiq_x;etiq_y;meta_actif;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
"68";"Chapelle des Templiers";"Chapelle des Templiers";"PA00081860";"59";"";"Chapelle des Templiers en totalité (cad. DI 744 et 658) : classement par arrêté du 16 mars 2000";"23 rue Saint-Agricol";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081860";"Classé";"";"Commanderie des Templiers (ancienne)";"";"1992 DI 423 (ancienne chapelle), 658 (tourelle d'escalier) ; 1999 DI 744 (ancienne chapelle), 658 (tourelle d'escalier)";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844836.0146786345";"6318258.38509745";"4.804320719251174";"43.948434858395885";"43.948434858395885";"4.804320719251174"
"69";"Hôtel Charavin";"Hôtel Charavin";"PA00081847";"47";"";"Vestibule et l'escalier de l'Hôtel Charavin sis Place de Lunel   : inscription par arrêté du 4 octobre 1932";"Plan de Lunel";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081847";"Inscrit";"";"Hôtel des Laurens";"";"1998 DI 694";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844848.4734061663";"6318178.172417825";"4.804453040826283";"43.94771059989719";"43.94771059989719";"4.804453040826283"
"70";"Église des Célestins";"Église des Célestins";"PA00081826";"";"";"Parties de l'ancien couvent des Célestins (Caserne d'Hautpoul) , ci-après désignées : l'ancienne église comprenant la nef, ses doubles collatéraux, au Nord et au Sud, ainsi que les petites chapelles qui les accompagnent ; les trois galeries du cloître, plus le rez-de-chaussée du 4ème côté, comprenant façade et voûte en pierre ; le  portail d'entrée du cloître et une petite porte située en face, dans le prolongement de la galerie d'entrée ; les plafonds en bois des salles du rez-de-chaussée dans les ailes Est et Sud du bâtiment du cloître : classement par arrêté du 8 juin 1914";"Place des Corps-Saints";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081826";"Classé";"";"Couvent des Célestins (ancien)";"";"1992 DL 775, 886 ; 1998 DL 1036 à 1040";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845132.9985712974";"6317727.752818519";"4.807867836379951";"43.94359948740302";"43.94359948740302";"4.807867836379951"
"71";"Chapelle de l'Oratoire";"Chapelle de l'Oratoire";"PA00081816";"11";"";"Chapelle de l'Oratoire : classement par arrêté du 2 mai 1912";"Josseph-Vernet";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081816";"Classé";"";"Chapelle de l'Oratoire (ancienne)";"";"1998 DI 71";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844749.0971816494";"6318305.580193466";"4.803251729804118";"43.948877353771586";"43.948877353771586";"4.803251729804118"
"72";"Bar du Centre";"Bar du Centre";"PA00082217";"124";"";"Ancienne salle de café avec son décor, aujourd'hui salle d'accueil du public de l'agence Portail Matheron de la Caisse d'Epargne et de Prévoyance de Vallée du Rhône en Vaucluse (cad. DM 236) : inscription par arrêté du 10 mai 1991";"26 rue du Portail-Matheron";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00082217";"Inscrit";"";"Bar du Centre (ancien)";"";"1998 DM 236";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845485.4007789586";"6318396.534747526";"4.812447224930539";"43.949543997698584";"43.949543997698584";"4.812447224930539"
"73";"Vice-Gérence";"Vice-Gérence";"PA00081956";"";"";"Ensemble des bâtiments, y compris les bâtiments anciens situés entre l'aile Nord et le Palais des Papes (cad. DK 75) : classement par arrêté du 2 décembre 1986";"10 rue de Mons";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081956";"Classé";"";"Vice-Gérence (ancienne)";"";"1998 DK 75";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845050.6684131378";"6318439.262852995";"4.807045431810817";"43.950018096123934";"43.950018096123934";"4.807045431810817"
"74";"Maisons";"Maisons";"PA00081928";"";"";"Façades et toitures sur la place des maisons sises place du Palais n°17 et 19 : inscription par arrêté du 16 mai 1927";"17-19 place du Palais-d'Avignon";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081928";"Inscrit";"";"Maison 17, place du Palais";"";"1998 DI 315";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844986.4427733044";"6318591.609769296";"4.806288994479391";"43.951402030094556";"43.951402030094556";"4.806288994479391"
"75";"Musée du Petit Palais";"Musée du Petit Palais";"PA00081945";"";"";"-Jardin Ouest avec son sol et les vestiges de l'ilôt urbain qu'il contient (cad. DI 306) : classement par arrêté du 17 décembre 1992-Réfectoires ; clôture ; cuisine ; cellier ; chapelle et constructions du 14e siècle ; façades sur la place Crillon et en retour à gauche sur la grande cour du 15e siècle : classement par arrêté du 8 janvier 1910";"Place du Palais";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081945";"Classé";"oui";"Palais de Jules II (ancien)";"";"1998 DI 306";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844997.0313727473";"6318736.794551637";"4.8064622373791295";"43.95270612186107";"43.95270612186107";"4.8064622373791295"
"76";"Hôtel des Mares de Montdevergues";"Hôtel des Mares de Montdevergues";"PA00081851";"51";"";"Façade avec balcon et appuis de fenêtres : inscription par arrêté du 4 octobre 1932";"1 place de la Préfecture";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081851";"Inscrit";"";"Hôtel Desmarets de Montdevergues (ancien)";"";"1998 DI 467";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844895.8320913785";"6318216.209555044";"4.805053637331888";"43.94804309032729";"43.94804309032729";"4.805053637331888"
"77";"Chapelle des Pénitents violets";"Chapelle des Pénitents violets";"PA00081818";"13";"";"Façade principale à fronton située place du Grand Paradis ;  façade en retour située rue  La Farre (cad. KK 1204) : inscription par arrêté du 4 novembre 1966";"Place du Grand-Paradis";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081818";"Inscrit";"";"Chapelle des Pénitents Violets (ancienne)";"";"1966 KK 1204 ; 1998 DK 259";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845373.9952136467";"6318654.923757106";"4.81113364878864";"43.95189179942175";"43.95189179942175";"4.81113364878864"
"92";"Immeuble";"Immeuble";"PA00081911";"";"";"La porte de l'immeuble sis 10 rue Rappe : inscription par arrêté du 23 novembre 1949";"8 rue de la Rappe";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081911";"Inscrit";"";"Maison 10, rue Rappe";"";"1998 DK 803";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845104.3771182124";"6318282.872383721";"4.80766970811762";"43.94859994371649";"43.94859994371649";"4.80766970811762"
"78";"Immeubles";"Immeubles";"PA00081883";"";"";"Les façades et toitures des immeubles sis sur le côté droit de la rue de la Balance et portant les numéros pairs de 2 à 52 : inscription par arrêté du 20 novembre 1942";"Rue de la Balance";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081883";"Inscrit";"";"Maison 2, rue de la Balance";"";"1998 DI 333";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844951.2407286267";"6318511.386199184";"4.805827735776858";"43.95068748012072";"43.95068748012072";"4.805827735776858"
"79";"Maison de Forli, dite de la Reine Jeanne";"Maison de Forli, dite de la Reine Jeanne";"PA00081933";"78";"";"-Façade de la maison sise rue St-Etienne n° 22 : inscription par arrêté du 20 mai 1927-Façade de la maison sise rue St-Etienne n° 24 : inscription par arrêté du 20 mai 1927-Façade de la maison sise rue St-Etienne n° 24 bis : inscription par arrêté du 20 mai 1927";"22 rue Saint-Étienne";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081933";"Inscrit";"";"Maison des Forli, dite de la Reine Jeanne";"";"1998 DI 269, 270, 264";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844818.2314672966";"6318492.984031826";"4.804166022956543";"43.950549270898954";"43.950549270898954";"4.804166022956543"
"80";"Hôtel de Salvati-Palasse";"Hôtel de Salvati-Palasse";"PA00081875";"71";"";"Hôtel de Salvati Palasse (cad. DL 32) : classement par arrêté du 31 décembre 1984";"5 rue Galante";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081875";"Classé";"";"Hôtel de Salvati-Palasse (ancien)";"";"1998 DL 32";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845023.5148010679";"6318235.728187258";"4.806649264431375";"43.948192427717224";"43.948192427717224";"4.806649264431375"
"81";"Hôtel de l'Espine";"Hôtel de l'Espine";"PA00081852";"53";"";"Façades et  toitures de l' Hôtel de l' Espine (Commissariat central de la Police)  (cad. LL 526) : inscription par arrêté du 3 mai 1956";"35 rue Joseph-Vernet";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081852";"Inscrit";"";"Hôtel Barbier de Rochefort (ancien)";"";"1956 LL 526 ; 1998 DI 413";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844775.0912430729";"6318243.736935183";"4.803557851289246";"43.94831558948609";"43.94831558948609";"4.803557851289246"
"82";"Hôtel de Brancas";"Hôtel de Brancas";"PA00081871";"";"";"Façade sur cour, grand salon et escalier : inscription par arrêté du 4 octobre 1932";"7 rue Félix-Gras";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081871";"Inscrit";"";"Hôtel de Brancas (ancien)";"";"1998 DI 416";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844815.0155984692";"6318211.809295375";"4.80404595640482";"43.94802012009382";"43.94802012009382";"4.80404595640482"
"83";"Opéra";"Opéra";"PA00081948";"";"";"Façades et toitures ; salle à l'italienne, escalier, hall d'entrée, foyer (cad. DI 347) : inscription par arrêté du 12 octobre 1988";"Place de l'Horloge";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081948";"Inscrit";"";"Théâtre municipal";"";"1998 DI 347";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844908.1570892583";"6318404.31352997";"4.80526068801306";"43.94973298080627";"43.94973298080627";"4.80526068801306"
"116";"Immeuble (chapellerie Mouret)";"Immeuble (chapellerie Mouret)";"PA00082219";"117";"";"- Boutique de chapelier avec son décor et sa devanture (cad. DK 21) : classement par arrêté du 12 octobre 1995- Façade sur rue  et sa toiture (cad. DK 21) : inscription par arrêté du 10 mai 1991";"20 rue des Marchands";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00082219";"Inscrit";"";"Chapellerie Sarnejaux-Bras (ancienne)";"";"1998 DK 21";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845057.2222325226";"6318285.775433896";"4.8070832983883065";"43.9486357760215";"43.9486357760215";"4.8070832983883065"
"84";"Hôtel de Verclos";"Hôtel de Verclos";"PA00081879";"74";"";"Façade et la toiture : inscription par arrêté du 28 octobre 1949";"4 place Principale";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081879";"Inscrit";"";"Hôtel de Verclos";"";"1998 DL 64";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845058.7236534476";"6318210.897598369";"4.8070806522836556";"43.947961769826335";"43.947961769826335";"4.8070806522836556"
"85";"Tour";"Tour";"PA00081955";"";"";"";"28 quai de la Ligne";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081955";"Inscrit";"";"Tour";"";"";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845002.6124976429";"6318808.391569767";"4.806552150367135";"43.95334915328353";"43.95334915328353";"4.806552150367135"
"86";"Couvent des Religieuses-de-Notre-Dame";"Couvent des Religieuses-de-Notre-Dame";"PA84000032";"";"";"Deux portes monumentales : inscription par arrêté du 28 octobre 1949";"1 rue des Ortolans";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA84000032";"Inscrit";"";"Couvent des religieuses de Notre-Dame (ancien)";"";"1998 DH 109";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844913.5860011489";"6318094.557378894";"4.80524009011849";"43.94694489896181";"43.94694489896181";"4.80524009011849"
"87";"Maison";"Maison";"PA00081932";"";"";"Statue de la Vierge, sa niche et la lanterne sur le mur ouest de la maison : inscription par arrêté du 28 octobre 1949";"1 place Saint-Didier";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081932";"Inscrit";"";"Hôtel 1, place Saint-Didier";"";"1998 DL 971";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845078.0747605846";"6318092.40114026";"4.807287855278746";"43.946891638950106";"43.946891638950106";"4.807287855278746"
"88";"Hôtel Le-Gras";"Hôtel Le-Gras";"PA00081859";"";"";"Salle à manger ainsi que la statue de la Vierge dans la cour : inscription par arrêté du 4 octobre 1932";"10 rue Petite-Saunerie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081859";"Inscrit";"";"Hôtel le Gras";"";"1998 DK 469";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845207.652904972";"6318364.821309196";"4.808979223000771";"43.94931597789494";"43.94931597789494";"4.808979223000771"
"89";"Hôtel de Blanchetti";"Hôtel de Blanchetti";"PA00081843";"";"";"Hôtel de Blanchetti y compris le sol de la cour caladée (cad. DK 864) : classement par arrêté du 21 décembre 1984";"3 rue de la Croix";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081843";"Classé";"";"Hôtel de Blanchetti";"";"1998 DK 864";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845289.9918995833";"6318434.962566974";"4.810024659482126";"43.949930078857896";"43.949930078857896";"4.810024659482126"
"90";"Ancienne Comédie";"Ancienne Comédie";"PA00081890";"32";"";"Façade : classement par arrêté du 5 novembre 1931";"Place Crillon";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081890";"Classé";"";"Comédie (ancienne)";"";"1998 DI 114";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844751.0983400919";"6318452.225932267";"4.803318365531942";"43.950196357968345";"43.950196357968345";"4.803318365531942"
"91";"Maisons";"Maisons";"PA00081925";"99";"";"Façades et toitures sur la place des maisons sises place du Palais, n° 5 et 7 : inscription par arrêté du 21 juin 1927";"5-7 place du Palais-d'Avignon";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081925";"Inscrit";"";"Immeubles 5,7 place du Palais";"";"1998 DI 551";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844983.8037696434";"6318490.846461901";"4.806227418035118";"43.95049597582519";"43.95049597582519";"4.806227418035118"
"93";"Hôtel Pamard";"Hôtel Pamard";"PA00081867";"";"";"Hôtel sis place de la Mirande N° 4  : inscription par arrêté du 22 février 1927";"4 place de la Mirande";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081867";"Inscrit";"";"Hôtel de Vervins (ancien)";"";"1998 DK 118";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845109.9172096676";"6318445.990175433";"4.807785215604278";"43.95006641973519";"43.95006641973519";"4.807785215604278"
"94";"Livrée de Viviers";"Livrée de Viviers";"PA00081916";"";"";"-Bâtiment des 14e siècle et 15e siècle (cad. DL 321) : classement par arrêté du 31 décembre 1985-Façades et toitures du bâtiment du 18e siècle perpendiculaire au bâtiment classé : inscription par arrêté du 30 septembre 1975";"5 rue du Collège-de-la-Croix";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081916";"Inscrit";"";"Livrée de Viviers (ancienne)";"";"1998 DL 321";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845218.2117393009";"6318135.541587867";"4.8090452898255585";"43.94725090796836";"43.94725090796836";"4.8090452898255585"
"95";"Lycée";"Lycée";"PA00081917";"112";"";"";"Rue Frédéric-Mistral";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081917";"Inscrit";"";"Lycée";"";"";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845021.8505977965";"6317973.180951229";"4.806553723158459";"43.945830560333896";"43.945830560333896";"4.806553723158459"
"96";"Chapelle des Pénitents noirs";"Chapelle des Pénitents noirs";"PA00081817";"12";"";"Chapelle des Pénitents Noirs de la Miséricorde : classement par arrêté du 25 octobre 1906";"54 rue de la banasterie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081817";"Classé";"";"Chapelle des Pénitents Noirs de la Miséricorde";"";"1998 DK 201";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845269.864606865";"6318746.781690297";"4.809863023856252";"43.9527397576861";"43.9527397576861";"4.809863023856252"
"97";"Maison";"Maison";"PA00081920";"89";"";"La façade de la maison Louis XVI  : inscription par arrêté du 28 octobre 1949";"40 place des Corps-Saints";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081920";"Inscrit";"";"Maison Louis XVI";"";"1998 DL 930";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845101.9735386948";"6317830.7983797155";"4.807510881531271";"43.94453300636734";"43.94453300636734";"4.807510881531271"
"98";"Hôtel Armand";"Hôtel Armand";"PA00081839";"116";"";"Façades et toitures ; vestibule d'entrée ; escalier, sa cage et sa rampe en fer forgé ; deux salons du premier étage, regardant le Sud, avec leur décor ; sol du jardin. (cad. DI 78) : inscription par arrêté du 17 mars 1989";"6 impasse de l'Oratoire";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081839";"Inscrit";"";"Hôtel d'Armand (ancien)";"";"1989 DI 78 ; 1998  DI 737, 738, 739";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844696.4433213368";"6318352.125787287";"4.802609242774346";"43.949306957019736";"43.949306957019736";"4.802609242774346"
