id;idemprise;idarrete;shorturl;arretesrcid;collectivitelibelle;collectiviteid;collectiviteagencelibelle;collectiviteagenceid;documenttype;arretedebut;arretefin;empriseno;emprisetype;emprisedebut;emprisefin;mesures;localisations;idagence;publicationinternet;categoriesmodele;nommodele;parametresarrete;parametresemprise;parametresmesures;datecreation;datemodification;meta_millesime;meta_source;meta_resolution;meta_insee;meta_siren;meta_observations;meta_genealogie;meta_licence;meta_mairie_quartier;meta_iris_id;meta_200x200_id;meta_datcreat;meta_datmaj;meta_datsupp;geocod_methode;geocod_fiability;geocod_real_address;osm_node_id;osm_way_id;osm_rel_id;meta_actif;arretes_type;nom_fic;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
92147;29098;850065805;https://dl.sogelink.fr/?WXjxniOg;21-AT-0930;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210820000000;20210820000000;1;CIRCULATION;2021-08-20T00:00:00Z;2021-08-20T00:00:00Z;Rétrécissement temporaire de largeur de voie;1 RUE PAUL PONCET;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 17/08/2021 00:00:00 ; Date de réception de la demande : 17/08/2021 00:00:00 ; Date de début de l'arrêté : 20/08/2021 00:00:00 ; Date de fin de l'arrêté : 20/08/2021 00:00:00 ; Description des travaux : mise à la côte d'une bouche à clef  ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : SUD ROCADE";Dates de l'emprise : Du 20/08/2021 00:00:00 au 20/08/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | aménagement : compte tenu de la réalisation des travaux en bordure de voie ; Rétrécissement temporaire de largeur de voie | conséquence : suppression d'emplacements de stationnement";20210818120344.656;20210818120345.307;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;846119.9669535768;6316088.756301367;4.819687384800002;43.92864909882235;43.92864909882235;4.819687384800002
92532;36048;850074458;https://dl.sogelink.fr/?SwC1fSO3;21-AT-1203;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20211111000000;20211126000000;1;STATIONNEMENT;2021-11-11T00:00:00Z;2021-11-26T00:00:00Z;"Rétrécissement temporaire de largeur de voie;Interdiction de stationnement";25 AVENUE PAUL CLAUDEL;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date de réception de la demande : 13/10/2021 00:00:00 ; Date de début de l'arrêté : 11/11/2021 00:00:00 ; Date de fin de l'arrêté : 26/11/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de gaz ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET ; Date d'envoi de la demande : 13/10/2021 00:00:00";Dates de l'emprise : Du 11/11/2021 00:00:00 au 26/11/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu de la réalisation des travaux en bordure de voie ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 30 km/h ; Interdiction de stationnement 2 | dérogations : véhicules de l'entreprise exécutant les travaux ; Interdiction de stationnement 2 | caractère aggravant : très gênant ; Interdiction de stationnement 2 | fourrière  : Oui";20211021061433.01;20211021061433.4;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;848109.4034509226;6316480.467411851;4.844567573800001;43.93175798982234;43.93175798982234;4.844567573800001
96554;36048;850074458;https://dl.sogelink.fr/?SwC1fSO3;21-AT-1203;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20211111000000;20211126000000;1;STATIONNEMENT;2021-11-11T00:00:00Z;2021-11-26T00:00:00Z;"Rétrécissement temporaire de largeur de voie;Interdiction de stationnement";25 AVENUE PAUL CLAUDEL;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date de réception de la demande : 13/10/2021 00:00:00 ; Date de début de l'arrêté : 11/11/2021 00:00:00 ; Date de fin de l'arrêté : 26/11/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de gaz ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET ; Date d'envoi de la demande : 13/10/2021 00:00:00";Dates de l'emprise : Du 11/11/2021 00:00:00 au 26/11/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu de la réalisation des travaux en bordure de voie ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 30 km/h ; Interdiction de stationnement 2 | dérogations : véhicules de l'entreprise exécutant les travaux ; Interdiction de stationnement 2 | caractère aggravant : très gênant ; Interdiction de stationnement 2 | fourrière  : Oui";20211021061433.01;20211021061433.4;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;848109.4034509226;6316480.467411851;4.844567573800001;43.93175798982234;43.93175798982234;4.844567573800001
96555;36049;850074459;https://dl.sogelink.fr/?CH9rAsEl;21-AT-1205;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20211101000000;20211105000000;1;CIRCULATION;2021-11-01T00:00:00Z;2021-11-05T00:00:00Z;Circulation alternée;36 CHEMIN DES JARDINS NEUFS;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 14/10/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de fibre optique ; Date de réception de la demande : 14/10/2021 00:00:00 ; Date de début de l'arrêté : 01/11/2021 00:00:00 ; Date de fin de l'arrêté : 05/11/2021 00:00:00 ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : NORD";Dates de l'emprise : Du 01/11/2021 00:00:00 au 05/11/2021 00:00:00;"Circulation alternée | type d'alternat : B15+C18 ou K10 ; Circulation alternée | longueur maximale alternat : 0";20211021061953.16;20211021061953.54;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;847459.4148708144;6319305.316089827;4.837293925;43.957310007722285;43.957310007722285;4.837293925
92533;36049;850074459;https://dl.sogelink.fr/?CH9rAsEl;21-AT-1205;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20211101000000;20211105000000;1;CIRCULATION;2021-11-01T00:00:00Z;2021-11-05T00:00:00Z;Circulation alternée;36 CHEMIN DES JARDINS NEUFS;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 14/10/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de fibre optique ; Date de réception de la demande : 14/10/2021 00:00:00 ; Date de début de l'arrêté : 01/11/2021 00:00:00 ; Date de fin de l'arrêté : 05/11/2021 00:00:00 ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : NORD";Dates de l'emprise : Du 01/11/2021 00:00:00 au 05/11/2021 00:00:00;"Circulation alternée | type d'alternat : B15+C18 ou K10 ; Circulation alternée | longueur maximale alternat : 0";20211021061953.16;20211021061953.54;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;847459.4148708144;6319305.316089827;4.837293925;43.957310007722285;43.957310007722285;4.837293925
92157;29401;850066162;https://dl.sogelink.fr/?DZtotWAx;21-AT-0942;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210830000000;20210903000000;1;CIRCULATION;2021-08-30T00:00:00Z;2021-09-03T00:00:00Z;Circulation alternée;354 COURS DES FRERES FOLCOAUD;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 19/08/2021 00:00:00 ; Date de réception de la demande : 19/08/2021 00:00:00 ; Date de début de l'arrêté : 30/08/2021 00:00:00 ; Date de fin de l'arrêté : 03/09/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de télécommunications ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET";Dates de l'emprise : Du 30/08/2021 00:00:00 au 03/09/2021 00:00:00;"Circulation alternée | type d'alternat : B15+C18 et feux ; Circulation alternée | longueur maximale alternat : 0";20210823085704.591;20210823085705.021;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;850167.8381758034;6317333.816272695;4.870445678853468;43.93899989682256;43.93899989682256;4.870445678853468
93996;8026;850036761;https://dl.sogelink.fr/?i2lTP2FS;20-AT-0980;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20201012000000;20201013000000;1;STATIONNEMENT;2020-10-12T00:00:00Z;2020-10-13T00:00:00Z;"Circulation interdite;Interdiction de stationnement";120 IMPASSE DES PRELES;86177;t;Travaux;;;;;20201002115318.539;20201002115318.877;2020;;;84007;218400075;;;LO;;;;;20220319002453;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;851967.8058913716;6314560.684458158;4.892029515100001;43.91366422722239;43.91366422722239;4.892029515100001
96179;29401;850066162;https://dl.sogelink.fr/?DZtotWAx;21-AT-0942;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210830000000;20210903000000;1;CIRCULATION;2021-08-30T00:00:00Z;2021-09-03T00:00:00Z;Circulation alternée;354 COURS DES FRERES FOLCOAUD;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 19/08/2021 00:00:00 ; Date de réception de la demande : 19/08/2021 00:00:00 ; Date de début de l'arrêté : 30/08/2021 00:00:00 ; Date de fin de l'arrêté : 03/09/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de télécommunications ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET";Dates de l'emprise : Du 30/08/2021 00:00:00 au 03/09/2021 00:00:00;"Circulation alternée | type d'alternat : B15+C18 et feux ; Circulation alternée | longueur maximale alternat : 0";20210823085704.591;20210823085705.021;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;850167.8381758034;6317333.816272695;4.870445678853468;43.93899989682256;43.93899989682256;4.870445678853468
91791;25720;850061677;https://dl.sogelink.fr/?vCgFUnIg;21-AT-0830;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210830000000;20210903000000;1;CIRCULATION;2021-08-30T00:00:00Z;2021-09-03T00:00:00Z;Circulation interdite; RUE BERTRAND;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 13/07/2021 00:00:00 ; Date de réception de la demande : 13/07/2021 00:00:00 ; Date de début de l'arrêté : 30/08/2021 00:00:00 ; Date de fin de l'arrêté : 03/09/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de gaz ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : CENTRE VILLE";Dates de l'emprise : Du 30/08/2021 00:00:00 au 03/09/2021 00:00:00;Circulation interdite | dérogations : riverains;20210715085532.314;20210715085532.792;2021;;;84007;218400075;;;LO;;;;;20220319002642;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845305.4494678495;6318611.405828789;4.810267547446448;43.9515144007025;43.9515144007025;4.810267547446448
92158;29403;850066165;https://dl.sogelink.fr/?tzrEoU84;21-AT-0941;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210830000000;20210903000000;1;CIRCULATION;2021-08-30T00:00:00Z;2021-09-03T00:00:00Z;Rétrécissement temporaire de largeur de voie;195 RUE EMILE FOURNIER;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 19/08/2021 00:00:00 ; Date de réception de la demande : 19/08/2021 00:00:00 ; Date de début de l'arrêté : 30/08/2021 00:00:00 ; Date de fin de l'arrêté : 03/09/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages d'eau potable ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET";Dates de l'emprise : Du 30/08/2021 00:00:00 au 03/09/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu de la réalisation des travaux en bordure de voie ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 20 km/h";20210823090237.683;20210823090238.145;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;850416.7998918185;6316225.90453757;4.8732181988;43.92897886932234;43.92897886932234;4.8732181988
96180;29403;850066165;https://dl.sogelink.fr/?tzrEoU84;21-AT-0941;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210830000000;20210903000000;1;CIRCULATION;2021-08-30T00:00:00Z;2021-09-03T00:00:00Z;Rétrécissement temporaire de largeur de voie;195 RUE EMILE FOURNIER;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 19/08/2021 00:00:00 ; Date de réception de la demande : 19/08/2021 00:00:00 ; Date de début de l'arrêté : 30/08/2021 00:00:00 ; Date de fin de l'arrêté : 03/09/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages d'eau potable ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET";Dates de l'emprise : Du 30/08/2021 00:00:00 au 03/09/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu de la réalisation des travaux en bordure de voie ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 20 km/h";20210823090237.683;20210823090238.145;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;850416.7998918185;6316225.90453757;4.8732181988;43.92897886932234;43.92897886932234;4.8732181988
96182;29405;850066167;https://dl.sogelink.fr/?w2Idlfbb;21-AT-0940;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210830000000;20210905000000;1;CIRCULATION;2021-08-30T00:00:00Z;2021-09-05T00:00:00Z;Circulation alternée;CHEMIN DES GARRIGUES, DU 403 JUSQU'AU BOULEVARD CLOS MONTPLAISIR;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 18/08/2021 00:00:00 ; Date de réception de la demande : 18/08/2021 00:00:00 ; Date de début de l'arrêté : 30/08/2021 00:00:00 ; Date de fin de l'arrêté : 05/09/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages d'eau potable ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET";Dates de l'emprise : Du 30/08/2021 00:00:00 au 05/09/2021 00:00:00;"Circulation alternée | type d'alternat : B15+C18 et feux ; Circulation alternée | longueur maximale alternat : 0";20210823091303.045;20210823091303.477;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;851511.0123910534;6316221.029541222;4.886838374640967;43.92870057301088;43.92870057301088;4.886838374640967
92160;29405;850066167;https://dl.sogelink.fr/?w2Idlfbb;21-AT-0940;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210830000000;20210905000000;1;CIRCULATION;2021-08-30T00:00:00Z;2021-09-05T00:00:00Z;Circulation alternée;CHEMIN DES GARRIGUES, DU 403 JUSQU'AU BOULEVARD CLOS MONTPLAISIR;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 18/08/2021 00:00:00 ; Date de réception de la demande : 18/08/2021 00:00:00 ; Date de début de l'arrêté : 30/08/2021 00:00:00 ; Date de fin de l'arrêté : 05/09/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages d'eau potable ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET";Dates de l'emprise : Du 30/08/2021 00:00:00 au 05/09/2021 00:00:00;"Circulation alternée | type d'alternat : B15+C18 et feux ; Circulation alternée | longueur maximale alternat : 0";20210823091303.045;20210823091303.477;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;851511.0123910534;6316221.029541222;4.886838374640967;43.92870057301088;43.92870057301088;4.886838374640967
94572;13034;850043377;https://dl.sogelink.fr/?kSkBTybV;21-AT-0056;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210118000000;20210312000000;10;DEVIATION;2021-02-15T00:00:00Z;2021-03-12T00:00:00Z;Déviation;" BOULEVARD DU QUAI SAINT-LAZARE; BOULEVARD DE LA LIGNE; PORTE DE LA LIGNE; RUE PALAPHARNERIE; RUE DES INFIRMIERES";86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 11/01/2021 00:00:00 ; Date de réception de la demande : 13/01/2021 00:00:00 ; Date de début de l'arrêté : 18/01/2021 00:00:00 ; Date de fin de l'arrêté : 12/03/2021 00:00:00 ; Description des travaux : de réhabilitation de la conduite AEP DN 700 ; ajout annexe : N ; chargé de MEP de la signalisation : Un autre intervenant qui sera défini à l'écran Diffusion ; CHOIX SECTEURS : CENTRE VILLE";Dates de l'emprise : Du 15/02/2021 00:00:00 au 12/03/2021 00:00:00;Déviation | sens de circulation : depuis la Place Saint Lazare vers les Rues Sureau, Crémades, Amouyer et La Tour;20210114085211.085;20210118104007.746;2021;;;84007;218400075;;;LO;;;;;20220319002520;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845824.0859815297;6318736.0714790635;4.816762359698335;43.952528863771704;43.952528863771704;4.816762359698335
90550;13034;850043377;https://dl.sogelink.fr/?kSkBTybV;21-AT-0056;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210118000000;20210312000000;10;DEVIATION;2021-02-15T00:00:00Z;2021-03-12T00:00:00Z;Déviation;" BOULEVARD DU QUAI SAINT-LAZARE; BOULEVARD DE LA LIGNE; PORTE DE LA LIGNE; RUE PALAPHARNERIE; RUE DES INFIRMIERES";86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 11/01/2021 00:00:00 ; Date de réception de la demande : 13/01/2021 00:00:00 ; Date de début de l'arrêté : 18/01/2021 00:00:00 ; Date de fin de l'arrêté : 12/03/2021 00:00:00 ; Description des travaux : de réhabilitation de la conduite AEP DN 700 ; ajout annexe : N ; chargé de MEP de la signalisation : Un autre intervenant qui sera défini à l'écran Diffusion ; CHOIX SECTEURS : CENTRE VILLE";Dates de l'emprise : Du 15/02/2021 00:00:00 au 12/03/2021 00:00:00;Déviation | sens de circulation : depuis la Place Saint Lazare vers les Rues Sureau, Crémades, Amouyer et La Tour;20210114085211.085;20210118104007.746;2021;;;84007;218400075;;;LO;;;;;20220319002520;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845824.0859815297;6318736.0714790635;4.816762359698335;43.952528863771704;43.952528863771704;4.816762359698335
94002;8038;850036776;https://dl.sogelink.fr/?jBYuk7QJ;20-AT-0982;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20201019000000;20201030000000;2;DEVIATION;2020-10-19T00:00:00Z;2020-10-30T00:00:00Z;Déviation; RUE CHARRUE;86177;t;Travaux;;;;;20201002124207.108;20201002124207.513;2020;;;84007;218400075;;;LO;;;;;20220319002453;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845798.4420095021;6318526.311101716;4.816382880829373;43.950646901003246;43.950646901003246;4.816382880829373
89270;2906;850029242;https://dl.sogelink.fr/?Lhi5B7c7;20-AT-0418;MAIRIE D 'AVIGNON;;Avignon;;ARRETE TEMPORAIRE;20200519000000;20200520000000;1;CIRCULATION;2020-05-19T00:00:00Z;2020-05-20T00:00:00Z;Circulation alternée;58 CHEMIN DE TARNAGAS;86177;t;Travaux;;;;;;;2020;;;84007;218400075;;;LO;;;;;20220319002422;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;851935.0346844543;6315717.024827041;4.891966546050029;43.924074769990376;43.924074769990376;4.891966546050029
93294;2909;850029245;https://dl.sogelink.fr/?VzheL0wJ;20-AT-0406;MAIRIE D 'AVIGNON;;Avignon;;ARRETE TEMPORAIRE;20200522000000;20200525000000;1;CIRCULATION;2020-05-22T00:00:00Z;2020-05-25T00:00:00Z;Circulation interdite;1 IMPASSE ALLARD;86177;t;Travaux;;;;;;;2020;;;84007;218400075;;;LO;;;;;20220319002422;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;844860.2789078692;6317210.493347678;4.8043246458675535;43.939001709489595;43.939001709489595;4.8043246458675535
94574;13038;850043382;https://dl.sogelink.fr/?qqASUK52;21-AT-0031;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210118000000;20210129000000;1;CIRCULATION;2021-01-18T00:00:00Z;2021-01-29T00:00:00Z;Rétrécissement temporaire de largeur de voie;" RUE MOLIERE;TRAVERSÉE DE LA PLACE DE L'HORLOGE; RUE JEAN VILAR";86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 08/01/2021 00:00:00 ; Date de réception de la demande : 08/01/2021 00:00:00 ; Date de début de l'arrêté : 18/01/2021 00:00:00 ; Date de fin de l'arrêté : 29/01/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages électriques ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : CENTRE VILLE";Dates de l'emprise : Du 18/01/2021 00:00:00 au 29/01/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu de la réalisation des travaux en bordure de voie ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 5km/h";20210114090817.96;20210114090818.526;2021;;;84007;218400075;;;LO;;;;;20220319002520;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;844948.9869708845;6318419.110933531;4.80577338294898;43.94985771609196;43.94985771609196;4.80577338294898
92164;29785;850066456;https://dl.sogelink.fr/?nofKPMBY;21-AT-0948;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210903000000;20210903000000;1;CIRCULATION;2021-09-03T00:00:00Z;2021-09-03T00:00:00Z;Rétrécissement temporaire de largeur de voie;9 AVENUE LOUIS GUIGNARD;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 19/08/2021 00:00:00 ; Date de réception de la demande : 19/08/2021 00:00:00 ; Date de début de l'arrêté : 03/09/2021 00:00:00 ; Date de fin de l'arrêté : 03/09/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages d'eaux usées / assainissement ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : OUEST";"jours et horaires : de 07h00 à 12h00 ; Dates de l'emprise : Du 03/09/2021 00:00:00 au 03/09/2021 00:00:00";"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu d'un empiètement temporaire sur une partie de la chaussée ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 30 km/h";20210825121243.605;20210825121244.103;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;844773.2256540415;6316786.434098847;4.8031201281;43.93520424482232;43.93520424482232;4.8031201281
94576;13042;850043388;https://dl.sogelink.fr/?UzzKr3hL;21-AT-0057;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210203000000;20210209000000;1;CIRCULATION;2021-02-03T00:00:00Z;2021-02-09T00:00:00Z;"Rétrécissement temporaire de largeur de voie;Mesure libre circulation";3 PLACE JERUSALEM;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date de réception de la demande : 13/01/2021 00:00:00 ; Date de début de l'arrêté : 03/02/2021 00:00:00 ; Date de fin de l'arrêté : 09/02/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages d'eau potable ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : CENTRE VILLE ; Date d'envoi de la demande : 12/01/2021 00:00:00";Dates de l'emprise : Du 03/02/2021 00:00:00 au 09/02/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu de la réalisation des travaux en bordure de voie ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 10 km/h ; Mesure libre circulation 2 | texte de la mesure : en aucun cas la circulation des bus TCRA ne sera perturbée";20210114092006.147;20210114092006.654;2021;;;84007;218400075;;;LO;;;;;20220319002520;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845200.929504094;6318278.374851737;4.8088708268;43.94853958092228;43.94853958092228;4.8088708268
90554;13042;850043388;https://dl.sogelink.fr/?UzzKr3hL;21-AT-0057;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210203000000;20210209000000;1;CIRCULATION;2021-02-03T00:00:00Z;2021-02-09T00:00:00Z;"Rétrécissement temporaire de largeur de voie;Mesure libre circulation";3 PLACE JERUSALEM;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date de réception de la demande : 13/01/2021 00:00:00 ; Date de début de l'arrêté : 03/02/2021 00:00:00 ; Date de fin de l'arrêté : 09/02/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages d'eau potable ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : CENTRE VILLE ; Date d'envoi de la demande : 12/01/2021 00:00:00";Dates de l'emprise : Du 03/02/2021 00:00:00 au 09/02/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu de la réalisation des travaux en bordure de voie ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 10 km/h ; Mesure libre circulation 2 | texte de la mesure : en aucun cas la circulation des bus TCRA ne sera perturbée";20210114092006.147;20210114092006.654;2021;;;84007;218400075;;;LO;;;;;20220319002520;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845200.929504094;6318278.374851737;4.8088708268;43.94853958092228;43.94853958092228;4.8088708268
